"model","model.label","variable","variable.label","variable.mean","treatment","full.treatment.name","posterior.mean","X5","X95","X25","X75"
"strip.plot.random","Strip and plot random effects","temperature","Temperature (C)",16.6966666666667,"D","Acorn",17.6625131791765,16.4093364470553,18.9211263504242,17.1955112828674,18.1394600455878
"strip.plot.random","Strip and plot random effects","temperature","Temperature (C)",16.6966666666667,"E","Seedbank",17.3503879717122,16.2333807133607,18.6303665000635,16.8957162015338,17.8013708746784
"strip.plot.random","Strip and plot random effects","temperature","Temperature (C)",16.6966666666667,"R","Reference",17.08122594528,15.8484511259954,18.4073980191898,16.6184601770123,17.5720840563793
"simple","Fixed effects only","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"A","Balled-and-burlapped",26.9149928057197,25.3990900464282,28.5515184707884,26.3262497930035,27.6095502130693
"simple","Fixed effects only","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"B","Bareroot",26.5604616569532,24.4186347292363,28.8962060036752,25.6901967615761,27.498673822465
"simple","Fixed effects only","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"C","Seedling",26.2998763767733,24.166967471337,28.6598267450851,25.3673270883367,27.1998993108707
"simple","Fixed effects only","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"D","Acorn",31.5768608835421,29.1843600343948,34.1365399402825,30.5878032978917,32.5842200954466
"simple","Fixed effects only","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"E","Seedbank",29.803344677034,27.5370472562281,32.33881165255,28.7556658268296,30.6834371652478
"simple","Fixed effects only","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"R","Reference",30.7828576653617,28.4402812698991,33.2974425714178,29.862572974669,31.8525963703257
"strip.random","Strip random effects","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"A","Balled-and-burlapped",27.1633931343158,24.4022642848948,30.2208664433339,26.0617662603178,28.1969095999453
"strip.random","Strip random effects","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"B","Bareroot",26.2750796118107,22.8921903440385,30.4923896037556,25.0112350529287,27.8336161538201
"strip.random","Strip random effects","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"C","Seedling",26.0298646617961,22.6730128379032,30.1810427568091,24.7536911015356,27.5435636098031
"strip.random","Strip random effects","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"D","Acorn",31.8198673880361,27.5326406908449,36.9738678901027,30.2246064257584,33.6941731685332
"strip.random","Strip random effects","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"E","Seedbank",29.4911500445179,25.6915694884873,34.0355352128525,28.200007336391,31.2679899639287
"strip.random","Strip random effects","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"R","Reference",30.4890381398071,25.6115920780233,36.3331186277961,28.8139989940925,32.5966310600991
"strip.plot.random","Strip and plot random effects","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"A","Balled-and-burlapped",27.1118436681621,24.1423885293259,30.0661300415258,25.9833527289498,28.2002493451254
"strip.plot.random","Strip and plot random effects","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"B","Bareroot",26.3500520990319,22.7074174654473,30.557799050838,24.8870314152183,27.8601924178133
"strip.plot.random","Strip and plot random effects","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"C","Seedling",26.0448205590976,22.4961540484922,30.2887141212251,24.634645479006,27.5992877108611
"strip.plot.random","Strip and plot random effects","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"D","Acorn",31.7196940624265,27.2230848514328,36.9750349135389,30.0224399868823,33.6314516788962
"strip.plot.random","Strip and plot random effects","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"E","Seedbank",29.5115026006632,25.5167424871387,34.2358002155684,27.9527977071561,31.2410217079683
"strip.plot.random","Strip and plot random effects","gravimetric.moisture","Gravitational moisture (%)",27.8742083420243,"R","Reference",30.4946137757927,25.8188281157575,36.5211180758443,28.7004456576505,32.5208640279888
"simple","Fixed effects only","bulk.density","Bulk density (g/cm3)",0.87757212441744,"A","Balled-and-burlapped",0.951744024165036,0.91678890572314,0.990238460749209,0.937254231800903,0.967331238630194
"simple","Fixed effects only","bulk.density","Bulk density (g/cm3)",0.87757212441744,"B","Bareroot",0.789625543606038,0.745746004135073,0.836606331999374,0.770219400538123,0.807359731879434
"simple","Fixed effects only","bulk.density","Bulk density (g/cm3)",0.87757212441744,"C","Seedling",0.792431568991994,0.747085451588905,0.838535588254552,0.773898042369999,0.811108328535824
"simple","Fixed effects only","bulk.density","Bulk density (g/cm3)",0.87757212441744,"D","Acorn",0.713726702590393,0.670599084086589,0.758067752553354,0.696304785637118,0.731912979532272
"simple","Fixed effects only","bulk.density","Bulk density (g/cm3)",0.87757212441744,"E","Seedbank",0.817042523887038,0.772260333426619,0.865437648014576,0.798940212820527,0.836855657732758
"simple","Fixed effects only","bulk.density","Bulk density (g/cm3)",0.87757212441744,"R","Reference",0.859899903214142,0.814129639287482,0.909687704643234,0.840383616477572,0.878876303630981
"strip.random","Strip random effects","bulk.density","Bulk density (g/cm3)",0.87757212441744,"A","Balled-and-burlapped",0.951120876976893,0.895558124801662,1.00828738651165,0.928739243126668,0.970369443968748
"strip.random","Strip random effects","bulk.density","Bulk density (g/cm3)",0.87757212441744,"B","Bareroot",0.790397494722521,0.727669776776952,0.85591812039484,0.765946613837902,0.814592148722358
"strip.random","Strip random effects","bulk.density","Bulk density (g/cm3)",0.87757212441744,"C","Seedling",0.792714404341253,0.732101207905552,0.860687662082721,0.768065963906318,0.816788500209919
"strip.random","Strip random effects","bulk.density","Bulk density (g/cm3)",0.87757212441744,"D","Acorn",0.711395803710343,0.652605126502013,0.779151163854089,0.691017273252797,0.738957263834724
"strip.random","Strip random effects","bulk.density","Bulk density (g/cm3)",0.87757212441744,"E","Seedbank",0.817222378089484,0.752715156307106,0.885461870943278,0.79336142143845,0.843079869862488
"strip.random","Strip random effects","bulk.density","Bulk density (g/cm3)",0.87757212441744,"R","Reference",0.861112021130309,0.785158544822784,0.946184100150447,0.832572497470443,0.890193478823694
"strip.plot.random","Strip and plot random effects","bulk.density","Bulk density (g/cm3)",0.87757212441744,"A","Balled-and-burlapped",0.950653073152978,0.891164029341811,1.01422285744484,0.928118392666763,0.974463283503797
"strip.plot.random","Strip and plot random effects","bulk.density","Bulk density (g/cm3)",0.87757212441744,"B","Bareroot",0.790375445594835,0.723246059980038,0.86579623193403,0.763752299100951,0.817672392789338
"strip.plot.random","Strip and plot random effects","bulk.density","Bulk density (g/cm3)",0.87757212441744,"C","Seedling",0.79292970031645,0.723356126784389,0.865635840089716,0.766231294548208,0.820245658859587
"strip.plot.random","Strip and plot random effects","bulk.density","Bulk density (g/cm3)",0.87757212441744,"D","Acorn",0.712569612146872,0.645097695100858,0.780700887971273,0.687948726327326,0.740088480649426
"strip.plot.random","Strip and plot random effects","bulk.density","Bulk density (g/cm3)",0.87757212441744,"E","Seedbank",0.817499836941118,0.747922614500111,0.894562271081855,0.790695681215866,0.846550545924033
"strip.plot.random","Strip and plot random effects","bulk.density","Bulk density (g/cm3)",0.87757212441744,"R","Reference",0.861285206948028,0.776766510766873,0.950339634260843,0.830511936962251,0.893869484641603
"simple","Fixed effects only","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"A","Balled-and-burlapped",0.00077849316191058,0.000398459746645179,0.00152077367906903,0.000641604173144275,0.00110694677705878
"simple","Fixed effects only","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"B","Bareroot",0.0012079737582871,0.000403161029274167,0.00377390095153281,0.000895512633331493,0.00213062959017544
"simple","Fixed effects only","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"C","Seedling",0.00244225973111408,0.00100547490159793,0.00613863445345525,0.00182355514275699,0.00365803840246133
"simple","Fixed effects only","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"D","Acorn",0.000759300137749858,0.000240792320907753,0.00253547312923967,0.000548404817439101,0.00140838155343094
"simple","Fixed effects only","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"E","Seedbank",0.000719337106263927,0.000219972145829843,0.00228945900063014,0.000504576035335214,0.00130347094645458
"simple","Fixed effects only","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"R","Reference",0.00514610961116977,0.00245680226512196,0.0105474639360465,0.00366424263821619,0.0065840616695888
"strip.random","Strip random effects","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"A","Balled-and-burlapped",0.000644034545502322,0.000278441358694611,0.00156728930218202,0.000522262065969701,0.00102495624069732
"strip.random","Strip random effects","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"B","Bareroot",0.00116390505830388,0.000335957572615985,0.00384847620858288,0.000842527010407336,0.00221575404858053
"strip.random","Strip random effects","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"C","Seedling",0.00234105214641541,0.000808457583465634,0.00681868439233007,0.00164961170937984,0.0037203393617323
"strip.random","Strip random effects","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"D","Acorn",0.000809614395117814,0.000221244831589738,0.00277435051804305,0.000541827010774426,0.00148551073338403
"strip.random","Strip random effects","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"E","Seedbank",0.000739351188877725,0.000214101129316505,0.00260624717353314,0.000482989738347351,0.0013292235230543
"strip.random","Strip random effects","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"R","Reference",0.0042830411645209,0.0015444886707389,0.0126103560323798,0.00308836310235996,0.00676010189452239
"strip.plot.random","Strip and plot random effects","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"A","Balled-and-burlapped",0.000418217700043272,0.000123145223704438,0.00145175599028394,0.000344216790902639,0.00085626256027198
"strip.plot.random","Strip and plot random effects","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"B","Bareroot",0.00116742232687534,0.000308653153068258,0.00445218280325113,0.000725649586215541,0.00211588172820485
"strip.plot.random","Strip and plot random effects","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"C","Seedling",0.00224244392778421,0.000650636492715553,0.00768114373818534,0.0014524721942478,0.00381721626139016
"strip.plot.random","Strip and plot random effects","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"D","Acorn",0.00085576410223444,0.000210670461400914,0.0032311658929298,0.000519000112116559,0.00157118335636732
"strip.plot.random","Strip and plot random effects","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"E","Seedbank",0.000785876356641413,0.000196678462060115,0.00298984624930295,0.000462629454218632,0.00140097936195507
"strip.plot.random","Strip and plot random effects","root.fragment.density","Root and wood fragment density (g/cm3)",0.00132069168167546,"R","Reference",0.0035221129858287,0.000979165953726994,0.0125779235744598,0.00237225744786255,0.00640055365470778
"simple","Fixed effects only","sand","Sand (%)",40.7333333333333,"A","Balled-and-burlapped",38.0252912399049,36.128984126577,40.0534755292973,37.2783231893309,38.8885647934242
"simple","Fixed effects only","sand","Sand (%)",40.7333333333333,"B","Bareroot",42.1464277136659,39.1860433785923,45.2474111451504,40.9260026877572,43.3993475420231
"simple","Fixed effects only","sand","Sand (%)",40.7333333333333,"C","Seedling",42.9366129145053,39.9557810189365,46.0869200151912,41.6498419716545,44.1467446637616
"simple","Fixed effects only","sand","Sand (%)",40.7333333333333,"D","Acorn",42.9345796954793,39.9779531654072,46.1326258034902,41.7529168817456,44.2494491913503
"simple","Fixed effects only","sand","Sand (%)",40.7333333333333,"E","Seedbank",43.9366718612823,40.9894578171257,47.2125134161287,42.5829851444382,45.104504752334
"simple","Fixed effects only","sand","Sand (%)",40.7333333333333,"R","Reference",48.7941725652241,45.5602623039284,52.1170979287636,47.4641313682702,50.1391563449077
"strip.random","Strip random effects","sand","Sand (%)",40.7333333333333,"A","Balled-and-burlapped",37.6836697404155,34.6756814077319,40.998337727021,36.6617379497967,39.0453556778725
"strip.random","Strip random effects","sand","Sand (%)",40.7333333333333,"B","Bareroot",42.4932567283245,37.996979210817,47.4602310273223,40.6874825671144,44.2300338801732
"strip.random","Strip random effects","sand","Sand (%)",40.7333333333333,"C","Seedling",43.2806053486047,38.8760150771209,48.5208455060486,41.4021357433504,44.9896702627399
"strip.random","Strip random effects","sand","Sand (%)",40.7333333333333,"D","Acorn",43.3826955993864,38.4862832072565,48.7584264626227,41.2864653016283,45.0749091455404
"strip.random","Strip random effects","sand","Sand (%)",40.7333333333333,"E","Seedbank",44.3140098085872,39.6536336869746,49.443247078243,42.4575529460086,46.1198999024183
"strip.random","Strip random effects","sand","Sand (%)",40.7333333333333,"R","Reference",49.1782857065718,43.199982972487,56.3567019814289,46.675887639802,51.3035335275673
"strip.plot.random","Strip and plot random effects","sand","Sand (%)",40.7333333333333,"A","Balled-and-burlapped",37.8423989896067,34.3230412554006,41.8613910138041,36.4355029580096,39.2866994874477
"strip.plot.random","Strip and plot random effects","sand","Sand (%)",40.7333333333333,"B","Bareroot",42.2968477686016,36.8681853166723,48.4657396988301,40.0450785546548,44.4239473076344
"strip.plot.random","Strip and plot random effects","sand","Sand (%)",40.7333333333333,"C","Seedling",43.0826126256687,37.6394213393233,49.227068947384,40.9528450849499,45.3574200981241
"strip.plot.random","Strip and plot random effects","sand","Sand (%)",40.7333333333333,"D","Acorn",43.1107634584971,37.5923408030259,49.628518792974,40.8180544417313,45.4027458544831
"strip.plot.random","Strip and plot random effects","sand","Sand (%)",40.7333333333333,"E","Seedbank",44.0568569481142,38.4836760560296,50.3686683155517,41.9100337393055,46.4254457077763
"strip.plot.random","Strip and plot random effects","sand","Sand (%)",40.7333333333333,"R","Reference",48.9487088775413,42.3090347767052,56.9432328067488,46.2845526963135,51.6200307468652
"simple","Fixed effects only","silt","Silt (%)",42.1111111111111,"A","Balled-and-burlapped",44.4920311342158,42.7194273010965,46.4126919192891,43.7998478389044,45.289006688962
"simple","Fixed effects only","silt","Silt (%)",42.1111111111111,"B","Bareroot",40.3409356141756,38.0051502360595,42.8561347619038,39.4133105406615,41.3739599222218
"simple","Fixed effects only","silt","Silt (%)",42.1111111111111,"C","Seedling",40.7864192022449,38.4422422538897,43.3331403655113,39.7993831201137,41.768832943111
"simple","Fixed effects only","silt","Silt (%)",42.1111111111111,"D","Acorn",40.2806414655781,37.8707091795925,42.7140443295361,39.3880001377526,41.3541325845395
"simple","Fixed effects only","silt","Silt (%)",42.1111111111111,"E","Seedbank",39.2740239596222,36.9105801481111,41.7076305459805,38.2914254360854,40.2344727136478
"simple","Fixed effects only","silt","Silt (%)",42.1111111111111,"R","Reference",36.1182926880074,33.8995190130058,38.5264621029938,35.1769869594778,37.0666558857003
"strip.random","Strip random effects","silt","Silt (%)",42.1111111111111,"A","Balled-and-burlapped",44.6688979005937,42.0451066810755,47.4993253743255,43.6269361665758,45.6725884770125
"strip.random","Strip random effects","silt","Silt (%)",42.1111111111111,"B","Bareroot",40.160750437287,36.918418874494,43.6445168978887,39.0195514890359,41.581831064282
"strip.random","Strip random effects","silt","Silt (%)",42.1111111111111,"C","Seedling",40.6164911378666,37.3122654904842,44.0619061940849,39.4686192174039,42.0571375529931
"strip.random","Strip random effects","silt","Silt (%)",42.1111111111111,"D","Acorn",39.9958746857854,36.6573387039166,43.7308755339175,38.834620299245,41.4923851669896
"strip.random","Strip random effects","silt","Silt (%)",42.1111111111111,"E","Seedbank",39.1076316562155,35.987490907972,42.5237650876304,37.8562438300321,40.3692504586183
"strip.random","Strip random effects","silt","Silt (%)",42.1111111111111,"R","Reference",35.9913323035716,32.6162274635879,39.8977066249774,34.6511054352352,37.3045417882387
"strip.plot.random","Strip and plot random effects","silt","Silt (%)",42.1111111111111,"A","Balled-and-burlapped",44.4460468528865,39.8660347063169,49.3432684508643,42.7284124222412,46.2305617320649
"strip.plot.random","Strip and plot random effects","silt","Silt (%)",42.1111111111111,"B","Bareroot",40.3581482076253,34.8510005195644,46.6863844193687,38.1491780064277,42.5771924804778
"strip.plot.random","Strip and plot random effects","silt","Silt (%)",42.1111111111111,"C","Seedling",40.7977597582003,35.2022642307441,47.0889435160608,38.5415126700387,42.9826732620466
"strip.plot.random","Strip and plot random effects","silt","Silt (%)",42.1111111111111,"D","Acorn",40.2455768050603,34.5156670738486,46.6389940930986,37.9279433710953,42.4286432967342
"strip.plot.random","Strip and plot random effects","silt","Silt (%)",42.1111111111111,"E","Seedbank",39.2209403578524,34.0142792176896,45.1105834500187,36.9662752023022,41.1916614171837
"strip.plot.random","Strip and plot random effects","silt","Silt (%)",42.1111111111111,"R","Reference",36.1720384427398,30.7899128449199,42.1962992650504,34.2170586564936,38.4448591907723
"simple","Fixed effects only","clay","Clay (%)",17.1555555555556,"A","Balled-and-burlapped",17.3696765283275,16.478432077646,18.3251963525898,16.9930220129677,17.7461516913807
"simple","Fixed effects only","clay","Clay (%)",17.1555555555556,"B","Bareroot",17.6868563843215,16.4297498732707,19.0700129166641,17.1120969283494,18.1887574524716
"simple","Fixed effects only","clay","Clay (%)",17.1555555555556,"C","Seedling",16.4995263430501,15.3083726999006,17.8599060486637,15.944385180224,16.9758331027174
"simple","Fixed effects only","clay","Clay (%)",17.1555555555556,"D","Acorn",17.0273643353636,15.7662265523481,18.3516350683088,16.4614801874546,17.511489840315
"simple","Fixed effects only","clay","Clay (%)",17.1555555555556,"E","Seedbank",17.1586693436889,15.9213514146586,18.5130199481933,16.6137573382264,17.6690717197258
"simple","Fixed effects only","clay","Clay (%)",17.1555555555556,"R","Reference",15.9722169084689,14.7299882149304,17.2208612086172,15.468001178176,16.4829011305315
"strip.random","Strip random effects","clay","Clay (%)",17.1555555555556,"A","Balled-and-burlapped",17.4137378188495,16.0299620557095,18.8426866392877,16.8819147018088,17.9220534386901
"strip.random","Strip random effects","clay","Clay (%)",17.1555555555556,"B","Bareroot",17.6371415288265,15.8121925439685,19.5731378489266,16.9007840765193,18.3418685270756
"strip.random","Strip random effects","clay","Clay (%)",17.1555555555556,"C","Seedling",16.4510891623305,14.7786460456077,18.4201504005794,15.8208324294743,17.1821748599295
"strip.random","Strip random effects","clay","Clay (%)",17.1555555555556,"D","Acorn",17.0571871188766,15.2269090163423,19.0399355774588,16.3178340126763,17.7547313808013
"strip.random","Strip random effects","clay","Clay (%)",17.1555555555556,"E","Seedbank",17.10561513714,15.346307360436,19.1213298778993,16.4060239953985,17.811575718699
"strip.random","Strip random effects","clay","Clay (%)",17.1555555555556,"R","Reference",15.9464177811244,14.0619351793424,18.2020249764241,15.2299262309072,16.7240708797108
"strip.plot.random","Strip and plot random effects","clay","Clay (%)",17.1555555555556,"A","Balled-and-burlapped",17.3461197837018,15.5930248673767,19.3389057083975,16.6700459056806,18.0363231038455
"strip.plot.random","Strip and plot random effects","clay","Clay (%)",17.1555555555556,"B","Bareroot",17.6928779891455,15.2791938350287,20.4950631002771,16.6952234746662,18.6364265458819
"strip.plot.random","Strip and plot random effects","clay","Clay (%)",17.1555555555556,"C","Seedling",16.4788304273399,14.2195847128409,19.0463360920076,15.642418366012,17.462917285814
"strip.plot.random","Strip and plot random effects","clay","Clay (%)",17.1555555555556,"D","Acorn",17.0708259764034,14.6419817319068,19.8120213197693,16.1185529049235,18.0477568140172
"strip.plot.random","Strip and plot random effects","clay","Clay (%)",17.1555555555556,"E","Seedbank",17.1673310336265,14.7868029295522,19.8488103334979,16.1970010830385,18.0548314947305
"strip.plot.random","Strip and plot random effects","clay","Clay (%)",17.1555555555556,"R","Reference",15.9444897778343,13.5569117954983,18.7172383077285,15.027266672023,16.9416510045723
"simple","Fixed effects only","ph","pH",7.63666666666667,"A","Balled-and-burlapped",7.69316188056503,7.62439766779402,7.76322956452718,7.66222598069485,7.71885701017302
"simple","Fixed effects only","ph","pH",7.63666666666667,"B","Bareroot",7.68281728331689,7.58486437892743,7.78014825594157,7.64373314190427,7.72289412150476
"simple","Fixed effects only","ph","pH",7.63666666666667,"C","Seedling",7.59684341161422,7.49904486585005,7.69333594885304,7.55408584933617,7.63297282959834
"simple","Fixed effects only","ph","pH",7.63666666666667,"D","Acorn",7.57690673206721,7.48043919811771,7.67327258812804,7.53840276245061,7.61720172262084
"simple","Fixed effects only","ph","pH",7.63666666666667,"E","Seedbank",7.54393441058197,7.45058452053362,7.64428207583552,7.50404985362875,7.5830275405487
"simple","Fixed effects only","ph","pH",7.63666666666667,"R","Reference",7.44433071775393,7.34735503434915,7.54021761569796,7.40294175863514,7.48055801969189
"strip.random","Strip random effects","ph","pH",7.63666666666667,"A","Balled-and-burlapped",7.6913441217156,7.60751375308051,7.7772094954911,7.66259133040833,7.72811824469855
"strip.random","Strip random effects","ph","pH",7.63666666666667,"B","Bareroot",7.68470668139888,7.57172800795848,7.80431854728905,7.63651827868241,7.72845917267778
"strip.random","Strip random effects","ph","pH",7.63666666666667,"C","Seedling",7.598614335922,7.48503806730714,7.71372173316113,7.55471282121568,7.64504200957705
"strip.random","Strip random effects","ph","pH",7.63666666666667,"D","Acorn",7.57591943898025,7.46024673320596,7.6932435120948,7.53038907124054,7.62225814956546
"strip.random","Strip random effects","ph","pH",7.63666666666667,"E","Seedbank",7.54505450628454,7.42963375804091,7.65731893594389,7.50134609812775,7.59146119894446
"strip.random","Strip random effects","ph","pH",7.63666666666667,"R","Reference",7.44660585913302,7.32254558965053,7.56977411603485,7.39586707600199,7.49057297073347
"strip.plot.random","Strip and plot random effects","ph","pH",7.63666666666667,"A","Balled-and-burlapped",7.69161003819104,7.59719857256848,7.78467556512334,7.65478454790054,7.72762597171125
"strip.plot.random","Strip and plot random effects","ph","pH",7.63666666666667,"B","Bareroot",7.68395837904897,7.55642234638669,7.8112104987252,7.63263328059665,7.73275624890523
"strip.plot.random","Strip and plot random effects","ph","pH",7.63666666666667,"C","Seedling",7.5986317559891,7.47334373020411,7.7282796423523,7.54662453174051,7.64670838691034
"strip.plot.random","Strip and plot random effects","ph","pH",7.63666666666667,"D","Acorn",7.57643351762767,7.44836691454402,7.71075500637408,7.52703894006397,7.62849605326703
"strip.plot.random","Strip and plot random effects","ph","pH",7.63666666666667,"E","Seedbank",7.54491817971117,7.41916469606268,7.67142187666786,7.49416442542789,7.59375029985401
"strip.plot.random","Strip and plot random effects","ph","pH",7.63666666666667,"R","Reference",7.44592899973819,7.30508203866667,7.57982740865618,7.3893031775936,7.49353472513457
"simple","Fixed effects only","p","P (ppm)",106.233333333333,"A","Balled-and-burlapped",111.187523513429,105.585537153328,117.448594305915,109.116998491148,113.877236541041
"simple","Fixed effects only","p","P (ppm)",106.233333333333,"B","Bareroot",109.552747497766,101.567485288128,117.832598410228,106.213566372551,112.71702294703
"simple","Fixed effects only","p","P (ppm)",106.233333333333,"C","Seedling",105.896212766534,98.3809015229495,114.368940298214,102.410946305737,108.908714199386
"simple","Fixed effects only","p","P (ppm)",106.233333333333,"D","Acorn",105.944325770216,98.2223022881003,114.174621171769,102.561291870817,109.026371356388
"simple","Fixed effects only","p","P (ppm)",106.233333333333,"E","Seedbank",102.696168593968,95.0064077001533,110.766387990638,99.7625388075708,106.120140124725
"simple","Fixed effects only","p","P (ppm)",106.233333333333,"R","Reference",77.6739781999456,70.7940450814963,84.8561175322076,75.0012394936004,80.6831076354427
"strip.random","Strip random effects","p","P (ppm)",106.233333333333,"A","Balled-and-burlapped",110.791290462917,103.083730653658,119.122570050895,108.336169647473,114.547501204246
"strip.random","Strip random effects","p","P (ppm)",106.233333333333,"B","Bareroot",109.83731273042,99.7386759718101,121.133436216422,105.658949084701,113.930973878438
"strip.random","Strip random effects","p","P (ppm)",106.233333333333,"C","Seedling",106.162488031639,96.1866698746225,117.091908471759,102.042232803009,110.071451514121
"strip.random","Strip random effects","p","P (ppm)",106.233333333333,"D","Acorn",106.427312008578,96.1159344395653,118.275983520183,101.962736381103,110.288064353151
"strip.random","Strip random effects","p","P (ppm)",106.233333333333,"E","Seedbank",103.051161579688,93.3566968989393,113.682773349337,99.0768029957391,107.04454538261
"strip.random","Strip random effects","p","P (ppm)",106.233333333333,"R","Reference",77.9563829395527,69.11912098413,88.4077679425014,74.6253581728981,81.9343441600769
"strip.plot.random","Strip and plot random effects","p","P (ppm)",106.233333333333,"A","Balled-and-burlapped",110.733033276823,101.480129712374,121.090422427675,107.326863799882,114.80999849782
"strip.plot.random","Strip and plot random effects","p","P (ppm)",106.233333333333,"B","Bareroot",109.80689195919,96.9122288093007,123.319096152407,104.800930165477,114.926826848761
"strip.plot.random","Strip and plot random effects","p","P (ppm)",106.233333333333,"C","Seedling",106.183855416478,94.1620152020021,120.08873486707,101.385169769708,111.300192394781
"strip.plot.random","Strip and plot random effects","p","P (ppm)",106.233333333333,"D","Acorn",106.46963554391,93.9685838946747,120.755919510782,101.487824483299,111.600536808833
"strip.plot.random","Strip and plot random effects","p","P (ppm)",106.233333333333,"E","Seedbank",103.025319417799,90.945174234336,116.185083485105,98.3106895327239,108.005400880113
"strip.plot.random","Strip and plot random effects","p","P (ppm)",106.233333333333,"R","Reference",77.8958084205844,67.5485841034585,89.6629681856191,73.989849289958,82.5221369083617
